State,Year,Gender,Type,Total
Sikkim,2011,Male,Physical Abuse (Rape/Incest Etc.),0
Sikkim,2011,Male,Post Graduate and Above,1
Sikkim,2011,Male,Poverty,0
Sikkim,2011,Male,Primary,36
Sikkim,2011,Male,Professional Activity,1
Sikkim,2011,Male,Professional/Career Problem,0
Sikkim,2011,Male,Property Dispute,0
Sikkim,2011,Male,Public Sector Undertaking,14
Sikkim,2011,Male,Retired Person,2
Sikkim,2011,Male,Self-employed (Business activity),6
Sikkim,2011,Male,Seperated,3
Sikkim,2011,Male,Service (Government),12
Sikkim,2011,Male,Service (Private),20
Sikkim,2011,Male,Student,3
Sikkim,2011,Male,Suspected/Illicit Relation,0
Sikkim,2011,Male,Unemployed,17
Sikkim,2011,Male,Unemployment,0
Sikkim,2011,Male,Widowed/Widower,2
Sikkim,2012,Female,Bankruptcy or Sudden change in Economic,0
Sikkim,2012,Female,By Consuming Insecticides,1
Sikkim,2012,Female,By Consuming Other Poison,0
Sikkim,2012,Female,By Drowning,7
Sikkim,2012,Female,By Fire-Arms,0
Sikkim,2012,Female,By Fire/Self Immolation,0
Sikkim,2012,Female,By Hanging,50
Sikkim,2012,Female,By Jumping from (Building),0
Sikkim,2012,Female,By Jumping from (Other sites),0
Sikkim,2012,Female,By Jumping off Moving Vehicles/Trains,0
Sikkim,2012,Female,By Machine,0
Sikkim,2012,Female,By Other means (please specify),10
Sikkim,2012,Female,By Over Alcoholism,15
Sikkim,2012,Female,By Overdose of sleeping pills,2
Sikkim,2012,Female,By Self Infliction of injury,0
Sikkim,2012,Female,By coming under running vehicles/trains,0
Sikkim,2012,Female,By touching electric wires,0
Sikkim,2012,Female,Cancellation/Non-Settlement of Marriage,0
Sikkim,2012,Female,Cancer,0
Sikkim,2012,Female,Causes Not known,4
Sikkim,2012,Female,Death of Dear Person,0
Sikkim,2012,Female,Diploma,0
Sikkim,2012,Female,Divorce,0
Sikkim,2012,Female,Divorcee,5
Sikkim,2012,Female,Dowry Dispute,0
Sikkim,2012,Female,Drug Abuse/Addiction,13
Sikkim,2012,Female,Failure in Examination,5
Sikkim,2012,Female,Fall in Social Reputation,19
Sikkim,2012,Female,Family Problems,9
Sikkim,2012,Female,Farming/Agriculture Activity,9
Sikkim,2012,Female,Graduate,3
Sikkim,2012,Female,House Wife,22
Sikkim,2012,Female,Hr. Secondary/Intermediate/Pre-Universit,9
Sikkim,2012,Female,Ideological Causes/Hero Worshipping,0
Sikkim,2012,Female,Illegitimate Pregnancy,3
Sikkim,2012,Female,Illness (Aids/STD),0
Sikkim,2012,Female,Insanity/Mental Illness,19
Sikkim,2012,Female,Love Affairs,9
Sikkim,2012,Female,Married,45
Sikkim,2012,Female,Matriculate/Secondary,25
Sikkim,2012,Female,Middle,25
Sikkim,2012,Female,Never Married,20
Sikkim,2012,Female,No Education,5
Sikkim,2012,Female,Not having Children(Barrenness/Impotency,0
Sikkim,2012,Female,Other Causes (Please Specity),0
Sikkim,2012,Female,Other Prolonged Illness,4
Sikkim,2012,Female,Others (Please Specify),11
Sikkim,2012,Female,Paralysis,0
Sikkim,2012,Female,Physical Abuse (Rape/Incest Etc.),0
Sikkim,2012,Female,Post Graduate and Above,3
Sikkim,2012,Female,Poverty,0
Sikkim,2012,Female,Primary,15
Sikkim,2012,Female,Professional Activity,0
Sikkim,2012,Female,Professional/Career Problem,0
Sikkim,2012,Female,Property Dispute,0
Sikkim,2012,Female,Public Sector Undertaking,2
Sikkim,2012,Female,Retired Person,0
Sikkim,2012,Female,Self-employed (Business activity),0
Sikkim,2012,Female,Seperated,5
Sikkim,2012,Female,Service (Government),6
Sikkim,2012,Female,Service (Private),8
Sikkim,2012,Female,Student,13
Sikkim,2012,Female,Suspected/Illicit Relation,0
Sikkim,2012,Female,Unemployed,14
Sikkim,2012,Female,Unemployment,0
Sikkim,2012,Female,Widowed/Widower,10
Sikkim,2012,Male,Bankruptcy or Sudden change in Economic,0
Sikkim,2012,Male,By Consuming Insecticides,0
Sikkim,2012,Male,By Consuming Other Poison,0
Sikkim,2012,Male,By Drowning,8
Sikkim,2012,Male,By Fire-Arms,0
Sikkim,2012,Male,By Fire/Self Immolation,0
Sikkim,2012,Male,By Hanging,70
Sikkim,2012,Male,By Jumping from (Building),0
Sikkim,2012,Male,By Jumping from (Other sites),0
Sikkim,2012,Male,By Jumping off Moving Vehicles/Trains,0
Sikkim,2012,Male,By Machine,0
Sikkim,2012,Male,By Other means (please specify),0
Sikkim,2012,Male,By Over Alcoholism,18
Sikkim,2012,Male,By Overdose of sleeping pills,0
Sikkim,2012,Male,By Self Infliction of injury,0
Sikkim,2012,Male,By coming under running vehicles/trains,0
Sikkim,2012,Male,By touching electric wires,0
Sikkim,2012,Male,Cancellation/Non-Settlement of Marriage,0
Sikkim,2012,Male,Cancer,0
Sikkim,2012,Male,Causes Not known,6
Sikkim,2012,Male,Death of Dear Person,0
Sikkim,2012,Male,Diploma,0
Sikkim,2012,Male,Divorce,0
Sikkim,2012,Male,Divorcee,13
Sikkim,2012,Male,Dowry Dispute,0
Sikkim,2012,Male,Drug Abuse/Addiction,15
Sikkim,2012,Male,Failure in Examination,0
Sikkim,2012,Male,Fall in Social Reputation,23
Sikkim,2012,Male,Family Problems,25
Sikkim,2012,Male,Farming/Agriculture Activity,10
Sikkim,2012,Male,Graduate,3
Sikkim,2012,Male,House Wife,0
Sikkim,2012,Male,Hr. Secondary/Intermediate/Pre-Universit,14
Sikkim,2012,Male,Ideological Causes/Hero Worshipping,0
Sikkim,2012,Male,Illegitimate Pregnancy,0
Sikkim,2012,Male,Illness (Aids/STD),0
Sikkim,2012,Male,Insanity/Mental Illness,20
Sikkim,2012,Male,Love Affairs,5
Sikkim,2012,Male,Married,45
Sikkim,2012,Male,Matriculate/Secondary,35
Sikkim,2012,Male,Middle,7
Sikkim,2012,Male,Never Married,23
Sikkim,2012,Male,No Education,5
Sikkim,2012,Male,Not having Children(Barrenness/Impotency,0
Sikkim,2012,Male,Other Causes (Please Specity),0
Sikkim,2012,Male,Other Prolonged Illness,2
Sikkim,2012,Male,Others (Please Specify),9
Sikkim,2012,Male,Paralysis,0
Sikkim,2012,Male,Physical Abuse (Rape/Incest Etc.),0
Sikkim,2012,Male,Post Graduate and Above,7
Sikkim,2012,Male,Poverty,0
Sikkim,2012,Male,Primary,25
Sikkim,2012,Male,Professional Activity,11
Sikkim,2012,Male,Professional/Career Problem,0
Sikkim,2012,Male,Property Dispute,0
Sikkim,2012,Male,Public Sector Undertaking,8
Sikkim,2012,Male,Retired Person,0
Sikkim,2012,Male,Self-employed (Business activity),15
Sikkim,2012,Male,Seperated,8
Sikkim,2012,Male,Service (Government),17
Sikkim,2012,Male,Service (Private),14
Sikkim,2012,Male,Student,7
Sikkim,2012,Male,Suspected/Illicit Relation,0
Sikkim,2012,Male,Unemployed,5
Sikkim,2012,Male,Unemployment,0
Sikkim,2012,Male,Widowed/Widower,7
Tamil Nadu,2001,Female,Bankruptcy or Sudden change in Economic,18
Tamil Nadu,2001,Female,By Consuming Insecticides,466
Tamil Nadu,2001,Female,By Consuming Other Poison,1074
Tamil Nadu,2001,Female,By Drowning,218
Tamil Nadu,2001,Female,By Fire-Arms,0
Tamil Nadu,2001,Female,By Fire/Self Immolation,1004
Tamil Nadu,2001,Female,By Hanging,837
Tamil Nadu,2001,Female,By Jumping from (Building),6
Tamil Nadu,2001,Female,By Jumping from (Other sites),33
Tamil Nadu,2001,Female,By Jumping off Moving Vehicles/Trains,23
Tamil Nadu,2001,Female,By Machine,3
Tamil Nadu,2001,Female,By Other means (please specify),371
Tamil Nadu,2001,Female,By Over Alcoholism,0
Tamil Nadu,2001,Female,By Overdose of sleeping pills,84
Tamil Nadu,2001,Female,By Self Infliction of injury,3
Tamil Nadu,2001,Female,By coming under running vehicles/trains,29
Tamil Nadu,2001,Female,By touching electric wires,11
Tamil Nadu,2001,Female,Cancellation/Non-Settlement of Marriage,22
Tamil Nadu,2001,Female,Cancer,7
Tamil Nadu,2001,Female,Causes Not known,441
Tamil Nadu,2001,Female,Death of Dear Person,23
Tamil Nadu,2001,Female,Diploma,71
Tamil Nadu,2001,Female,Divorce,31
Tamil Nadu,2001,Female,Divorcee,35
Tamil Nadu,2001,Female,Dowry Dispute,108
Tamil Nadu,2001,Female,Drug Abuse/Addiction,6
Tamil Nadu,2001,Female,Failure in Examination,88
Tamil Nadu,2001,Female,Fall in Social Reputation,53
Tamil Nadu,2001,Female,Family Problems,1212
Tamil Nadu,2001,Female,Farming/Agriculture Activity,159
Tamil Nadu,2001,Female,Graduate,94
Tamil Nadu,2001,Female,House Wife,1755
Tamil Nadu,2001,Female,Hr. Secondary/Intermediate/Pre-Universit,232
Tamil Nadu,2001,Female,Ideological Causes/Hero Worshipping,0
Tamil Nadu,2001,Female,Illegitimate Pregnancy,25
Tamil Nadu,2001,Female,Illness (Aids/STD),6
Tamil Nadu,2001,Female,Insanity/Mental Illness,128
Tamil Nadu,2001,Female,Love Affairs,178
Tamil Nadu,2001,Female,Married,2833
Tamil Nadu,2001,Female,Matriculate/Secondary,428
Tamil Nadu,2001,Female,Middle,837
Tamil Nadu,2001,Female,Never Married,795
Tamil Nadu,2001,Female,No Education,1544
Tamil Nadu,2001,Female,Not having Children(Barrenness/Impotency,25
Tamil Nadu,2001,Female,Other Causes (Please Specity),599
Tamil Nadu,2001,Female,Other Prolonged Illness,908
Tamil Nadu,2001,Female,Others (Please Specify),1026
Tamil Nadu,2001,Female,Paralysis,3
Tamil Nadu,2001,Female,Physical Abuse (Rape/Incest Etc.),1
Tamil Nadu,2001,Female,Post Graduate and Above,42
Tamil Nadu,2001,Female,Poverty,166
Tamil Nadu,2001,Female,Primary,914
Tamil Nadu,2001,Female,Professional Activity,64
Tamil Nadu,2001,Female,Professional/Career Problem,4
Tamil Nadu,2001,Female,Property Dispute,25
Tamil Nadu,2001,Female,Public Sector Undertaking,98
Tamil Nadu,2001,Female,Retired Person,6
Tamil Nadu,2001,Female,Self-employed (Business activity),57
Tamil Nadu,2001,Female,Seperated,195
Tamil Nadu,2001,Female,Service (Government),67
Tamil Nadu,2001,Female,Service (Private),234
Tamil Nadu,2001,Female,Student,168
Tamil Nadu,2001,Female,Suspected/Illicit Relation,39
Tamil Nadu,2001,Female,Unemployed,528
Tamil Nadu,2001,Female,Unemployment,46
Tamil Nadu,2001,Female,Widowed/Widower,304
Tamil Nadu,2001,Male,Bankruptcy or Sudden change in Economic,82
Tamil Nadu,2001,Male,By Consuming Insecticides,1124
Tamil Nadu,2001,Male,By Consuming Other Poison,2344
Tamil Nadu,2001,Male,By Drowning,484
Tamil Nadu,2001,Male,By Fire-Arms,5
Tamil Nadu,2001,Male,By Fire/Self Immolation,580
Tamil Nadu,2001,Male,By Hanging,1253
Tamil Nadu,2001,Male,By Jumping from (Building),71
Tamil Nadu,2001,Male,By Jumping from (Other sites),102
Tamil Nadu,2001,Male,By Jumping off Moving Vehicles/Trains,18
Tamil Nadu,2001,Male,By Machine,51
Tamil Nadu,2001,Male,By Other means (please specify),614
Tamil Nadu,2001,Male,By Over Alcoholism,108
Tamil Nadu,2001,Male,By Overdose of sleeping pills,126
Tamil Nadu,2001,Male,By Self Infliction of injury,58
Tamil Nadu,2001,Male,By coming under running vehicles/trains,100
Tamil Nadu,2001,Male,By touching electric wires,90
Tamil Nadu,2001,Male,Cancellation/Non-Settlement of Marriage,28
Tamil Nadu,2001,Male,Cancer,9
Tamil Nadu,2001,Male,Causes Not known,836
Tamil Nadu,2001,Male,Death of Dear Person,45
Tamil Nadu,2001,Male,Diploma,172
Tamil Nadu,2001,Male,Divorce,10
Tamil Nadu,2001,Male,Divorcee,49
Tamil Nadu,2001,Male,Dowry Dispute,9
Tamil Nadu,2001,Male,Drug Abuse/Addiction,59
Tamil Nadu,2001,Male,Failure in Examination,100
Tamil Nadu,2001,Male,Fall in Social Reputation,69
Tamil Nadu,2001,Male,Family Problems,1956
Tamil Nadu,2001,Male,Farming/Agriculture Activity,826
Tamil Nadu,2001,Male,Graduate,196
Tamil Nadu,2001,Male,House Wife,0
Tamil Nadu,2001,Male,Hr. Secondary/Intermediate/Pre-Universit,455
Tamil Nadu,2001,Male,Ideological Causes/Hero Worshipping,1
Tamil Nadu,2001,Male,Illegitimate Pregnancy,0
Tamil Nadu,2001,Male,Illness (Aids/STD),7
Tamil Nadu,2001,Male,Insanity/Mental Illness,186
Tamil Nadu,2001,Male,Love Affairs,230
Tamil Nadu,2001,Male,Married,4944
Tamil Nadu,2001,Male,Matriculate/Secondary,767
Tamil Nadu,2001,Male,Middle,1543
Tamil Nadu,2001,Male,Never Married,1379
Tamil Nadu,2001,Male,No Education,2388
Tamil Nadu,2001,Male,Not having Children(Barrenness/Impotency,10
Tamil Nadu,2001,Male,Other Causes (Please Specity),1066
Tamil Nadu,2001,Male,Other Prolonged Illness,1650
Tamil Nadu,2001,Male,Others (Please Specify),2519
Tamil Nadu,2001,Male,Paralysis,9
Tamil Nadu,2001,Male,Physical Abuse (Rape/Incest Etc.),3
Tamil Nadu,2001,Male,Post Graduate and Above,88
Tamil Nadu,2001,Male,Poverty,346
Tamil Nadu,2001,Male,Primary,1519
Tamil Nadu,2001,Male,Professional Activity,294
Tamil Nadu,2001,Male,Professional/Career Problem,34
Tamil Nadu,2001,Male,Property Dispute,71
Tamil Nadu,2001,Male,Public Sector Undertaking,207
Tamil Nadu,2001,Male,Retired Person,44
Tamil Nadu,2001,Male,Self-employed (Business activity),656
Tamil Nadu,2001,Male,Seperated,379
Tamil Nadu,2001,Male,Service (Government),166
Tamil Nadu,2001,Male,Service (Private),850
Tamil Nadu,2001,Male,Student,236
Tamil Nadu,2001,Male,Suspected/Illicit Relation,41
Tamil Nadu,2001,Male,Unemployed,1330
Tamil Nadu,2001,Male,Unemployment,271
Tamil Nadu,2001,Male,Widowed/Widower,377
Tamil Nadu,2002,Female,Bankruptcy or Sudden change in Economic Status,34
Tamil Nadu,2002,Female,By Consuming Insecticides,424
Tamil Nadu,2002,Female,By Consuming Other Poison,1164
Tamil Nadu,2002,Female,By Drowning,277
Tamil Nadu,2002,Female,By Fire-Arms,5
Tamil Nadu,2002,Female,By Fire/Self Immolation,1062
Tamil Nadu,2002,Female,By Hanging,804
Tamil Nadu,2002,Female,By Jumping from (Building),30
Tamil Nadu,2002,Female,By Jumping from (Other sites),43
Tamil Nadu,2002,Female,By Jumping off Moving Vehicles/Trains,3
Tamil Nadu,2002,Female,By Machine,5
Tamil Nadu,2002,Female,By Other means,305
Tamil Nadu,2002,Female,By Over Alcoholism,0
Tamil Nadu,2002,Female,By Overdose of sleeping pills,69
Tamil Nadu,2002,Female,By Self Infliction of injury,14
Tamil Nadu,2002,Female,By coming under running vehicles/trains,50
Tamil Nadu,2002,Female,By touching electric wires,6
Tamil Nadu,2002,Female,Cancellation/Non-Settlement of Marriage,46
Tamil Nadu,2002,Female,Cancer,16
Tamil Nadu,2002,Female,Causes Not known,244
Tamil Nadu,2002,Female,Death of Dear Person,16
Tamil Nadu,2002,Female,Diploma,69
Tamil Nadu,2002,Female,Divorce,36
Tamil Nadu,2002,Female,Divorcee,93
Tamil Nadu,2002,Female,Dowry Dispute,113
Tamil Nadu,2002,Female,Drug Abuse/Addiction,39
Tamil Nadu,2002,Female,Failure in Examination,116
Tamil Nadu,2002,Female,Fall in Social Reputation,20
Tamil Nadu,2002,Female,Family Problems,1323
Tamil Nadu,2002,Female,Farming/Agriculture Activity,198
Tamil Nadu,2002,Female,Graduate,56
Tamil Nadu,2002,Female,House Wife,2138
Tamil Nadu,2002,Female,Hr. Secondary/Intermediate/Pre-Universit,343
Tamil Nadu,2002,Female,Ideological Causes/Hero Worshipping,0
Tamil Nadu,2002,Female,Illegitimate Pregnancy,16
Tamil Nadu,2002,Female,Illness (Aids/STD),3
Tamil Nadu,2002,Female,Insanity/Mental Illness,149
Tamil Nadu,2002,Female,Love Affairs,168
Tamil Nadu,2002,Female,Married,2817
Tamil Nadu,2002,Female,Matriculate/Secondary,497
Tamil Nadu,2002,Female,Middle,840
Tamil Nadu,2002,Female,Never Married,817
Tamil Nadu,2002,Female,No Education,1390
Tamil Nadu,2002,Female,Not having Children (Barrenness/Impotency,55
Tamil Nadu,2002,Female,Other Causes (Please Specity),634
Tamil Nadu,2002,Female,Other Prolonged Illness,897
Tamil Nadu,2002,Female,Others (Please Specify),720
Tamil Nadu,2002,Female,Paralysis,31
Tamil Nadu,2002,Female,Physical Abuse (Rape/Incest Etc.),40
Tamil Nadu,2002,Female,Post Graduate and Above,26
Tamil Nadu,2002,Female,Poverty,48
Tamil Nadu,2002,Female,Primary,1040
Tamil Nadu,2002,Female,Professional Activity,18
Tamil Nadu,2002,Female,Professional/Career Problem,71
Tamil Nadu,2002,Female,Property Dispute,45
Tamil Nadu,2002,Female,Public Sector Undertaking,96
Tamil Nadu,2002,Female,Retired Person,19
Tamil Nadu,2002,Female,Self-employed (Business activity),61
Tamil Nadu,2002,Female,Seperated,227
Tamil Nadu,2002,Female,Service (Government),127
Tamil Nadu,2002,Female,Service (Private),287
Tamil Nadu,2002,Female,Student,215
Tamil Nadu,2002,Female,Suspected/Illicit Relation,57
Tamil Nadu,2002,Female,Unemployed,296
Tamil Nadu,2002,Female,Unemployment,44
Tamil Nadu,2002,Female,Widowed/Widower,307
Tamil Nadu,2002,Male,Bankruptcy or Sudden change in Economic Status,102
Tamil Nadu,2002,Male,By Consuming Insecticides,800
Tamil Nadu,2002,Male,By Consuming Other Poison,2298
Tamil Nadu,2002,Male,By Drowning,510
Tamil Nadu,2002,Male,By Fire-Arms,4
Tamil Nadu,2002,Male,By Fire/Self Immolation,623
Tamil Nadu,2002,Male,By Hanging,1365
Tamil Nadu,2002,Male,By Jumping from (Building),84
Tamil Nadu,2002,Male,By Jumping from (Other sites),148
Tamil Nadu,2002,Male,By Jumping off Moving Vehicles/Trains,6
Tamil Nadu,2002,Male,By Machine,23
Tamil Nadu,2002,Male,By Other means,709
Tamil Nadu,2002,Male,By Over Alcoholism,98
Tamil Nadu,2002,Male,By Overdose of sleeping pills,75
Tamil Nadu,2002,Male,By Self Infliction of injury,9
Tamil Nadu,2002,Male,By coming under running vehicles/trains,178
Tamil Nadu,2002,Male,By touching electric wires,53
Tamil Nadu,2002,Male,Cancellation/Non-Settlement of Marriage,39
Tamil Nadu,2002,Male,Cancer,5
Tamil Nadu,2002,Male,Causes Not known,579
Tamil Nadu,2002,Male,Death of Dear Person,14
Tamil Nadu,2002,Male,Diploma,151
Tamil Nadu,2002,Male,Divorce,13
Tamil Nadu,2002,Male,Divorcee,67
Tamil Nadu,2002,Male,Dowry Dispute,0
Tamil Nadu,2002,Male,Drug Abuse/Addiction,85
Tamil Nadu,2002,Male,Failure in Examination,126
Tamil Nadu,2002,Male,Fall in Social Reputation,34
Tamil Nadu,2002,Male,Family Problems,2022
Tamil Nadu,2002,Male,Farming/Agriculture Activity,1257
Tamil Nadu,2002,Male,Graduate,137
Tamil Nadu,2002,Male,House Wife,0
Tamil Nadu,2002,Male,Hr. Secondary/Intermediate/Pre-Universit,554
Tamil Nadu,2002,Male,Ideological Causes/Hero Worshipping,0
Tamil Nadu,2002,Male,Illegitimate Pregnancy,0
Tamil Nadu,2002,Male,Illness (Aids/STD),3
Tamil Nadu,2002,Male,Insanity/Mental Illness,217
Tamil Nadu,2002,Male,Love Affairs,184
Tamil Nadu,2002,Male,Married,4863
Tamil Nadu,2002,Male,Matriculate/Secondary,754
Tamil Nadu,2002,Male,Middle,1466
Tamil Nadu,2002,Male,Never Married,1255
Tamil Nadu,2002,Male,No Education,2214
Tamil Nadu,2002,Male,Not having Children (Barrenness/Impotency,23
Tamil Nadu,2002,Male,Other Causes (Please Specity),1299
Tamil Nadu,2002,Male,Other Prolonged Illness,1711
Tamil Nadu,2002,Male,Others (Please Specify),2182
Tamil Nadu,2002,Male,Paralysis,38
Tamil Nadu,2002,Male,Physical Abuse (Rape/Incest Etc.),40
Tamil Nadu,2002,Male,Post Graduate and Above,29
Tamil Nadu,2002,Male,Poverty,114
Tamil Nadu,2002,Male,Primary,1678
Tamil Nadu,2002,Male,Professional Activity,127
Tamil Nadu,2002,Male,Professional/Career Problem,46
Tamil Nadu,2002,Male,Property Dispute,66
Tamil Nadu,2002,Male,Public Sector Undertaking,230
Tamil Nadu,2002,Male,Retired Person,35
Tamil Nadu,2002,Male,Self-employed (Business activity),775
Tamil Nadu,2002,Male,Seperated,393
Tamil Nadu,2002,Male,Service (Government),224
Tamil Nadu,2002,Male,Service (Private),828
Tamil Nadu,2002,Male,Student,259
Tamil Nadu,2002,Male,Suspected/Illicit Relation,41
Tamil Nadu,2002,Male,Unemployed,1066
Tamil Nadu,2002,Male,Unemployment,182
Tamil Nadu,2002,Male,Widowed/Widower,405
Tamil Nadu,2003,Female,Bankruptcy or Sudden change in Economic,50
Tamil Nadu,2003,Female,By Consuming Insecticides,548
Tamil Nadu,2003,Female,By Consuming Other Poison,1197
Tamil Nadu,2003,Female,By Drowning,301
Tamil Nadu,2003,Female,By Fire-Arms,2
Tamil Nadu,2003,Female,By Fire/Self Immolation,934
Tamil Nadu,2003,Female,By Hanging,1060
Tamil Nadu,2003,Female,By Jumping from (Building),11
Tamil Nadu,2003,Female,By Jumping from (Other sites),24
Tamil Nadu,2003,Female,By Jumping off Moving Vehicles/Trains,3
Tamil Nadu,2003,Female,By Machine,0
Tamil Nadu,2003,Female,By Other means (please specify),449
Tamil Nadu,2003,Female,By Over Alcoholism,1
Tamil Nadu,2003,Female,By Overdose of sleeping pills,109
Tamil Nadu,2003,Female,By Self Infliction of injury,10
Tamil Nadu,2003,Female,By coming under running vehicles/trains,45
Tamil Nadu,2003,Female,By touching electric wires,24
Tamil Nadu,2003,Female,Cancellation/Non-Settlement of Marriage,52
Tamil Nadu,2003,Female,Cancer,5
Tamil Nadu,2003,Female,Causes Not known,621
Tamil Nadu,2003,Female,Death of Dear Person,31
Tamil Nadu,2003,Female,Diploma,95
Tamil Nadu,2003,Female,Divorce,26
Tamil Nadu,2003,Female,Divorcee,80
Tamil Nadu,2003,Female,Dowry Dispute,189
Tamil Nadu,2003,Female,Drug Abuse/Addiction,8
Tamil Nadu,2003,Female,Failure in Examination,86
Tamil Nadu,2003,Female,Fall in Social Reputation,15
Tamil Nadu,2003,Female,Family Problems,1327
Tamil Nadu,2003,Female,Farming/Agriculture Activity,220
Tamil Nadu,2003,Female,Graduate,87
Tamil Nadu,2003,Female,House Wife,2068
Tamil Nadu,2003,Female,Hr. Secondary/Intermediate/Pre-Universit,364
Tamil Nadu,2003,Female,Ideological Causes/Hero Worshipping,0
Tamil Nadu,2003,Female,Illegitimate Pregnancy,26
Tamil Nadu,2003,Female,Illness (Aids/STD),0
Tamil Nadu,2003,Female,Insanity/Mental Illness,176
Tamil Nadu,2003,Female,Love Affairs,255
Tamil Nadu,2003,Female,Married,2963
Tamil Nadu,2003,Female,Matriculate/Secondary,514
Tamil Nadu,2003,Female,Middle,1210
Tamil Nadu,2003,Female,Never Married,914
Tamil Nadu,2003,Female,No Education,1158
Tamil Nadu,2003,Female,Not having Children(Barrenness/Impotency,71
Tamil Nadu,2003,Female,Other Causes (Please Specity),401
Tamil Nadu,2003,Female,Other Prolonged Illness,890
Tamil Nadu,2003,Female,Others (Please Specify),888
Tamil Nadu,2003,Female,Paralysis,28
Tamil Nadu,2003,Female,Physical Abuse (Rape/Incest Etc.),18
Tamil Nadu,2003,Female,Post Graduate and Above,64
Tamil Nadu,2003,Female,Poverty,143
Tamil Nadu,2003,Female,Primary,1226
Tamil Nadu,2003,Female,Professional Activity,79
Tamil Nadu,2003,Female,Professional/Career Problem,32
Tamil Nadu,2003,Female,Property Dispute,62
Tamil Nadu,2003,Female,Public Sector Undertaking,101
Tamil Nadu,2003,Female,Retired Person,17
Tamil Nadu,2003,Female,Self-employed (Business activity),106
Tamil Nadu,2003,Female,Seperated,392
Tamil Nadu,2003,Female,Service (Government),77
Tamil Nadu,2003,Female,Service (Private),437
Tamil Nadu,2003,Female,Student,219
Tamil Nadu,2003,Female,Suspected/Illicit Relation,86
Tamil Nadu,2003,Female,Unemployed,506
Tamil Nadu,2003,Female,Unemployment,120
Tamil Nadu,2003,Female,Widowed/Widower,369
Tamil Nadu,2003,Male,Bankruptcy or Sudden change in Economic,221
Tamil Nadu,2003,Male,By Consuming Insecticides,1087
Tamil Nadu,2003,Male,By Consuming Other Poison,2221
Tamil Nadu,2003,Male,By Drowning,536
Tamil Nadu,2003,Male,By Fire-Arms,3
Tamil Nadu,2003,Male,By Fire/Self Immolation,510
Tamil Nadu,2003,Male,By Hanging,1500
Tamil Nadu,2003,Male,By Jumping from (Building),33
Tamil Nadu,2003,Male,By Jumping from (Other sites),33
Tamil Nadu,2003,Male,By Jumping off Moving Vehicles/Trains,1
Tamil Nadu,2003,Male,By Machine,13
Tamil Nadu,2003,Male,By Other means (please specify),873
Tamil Nadu,2003,Male,By Over Alcoholism,89
Tamil Nadu,2003,Male,By Overdose of sleeping pills,72
Tamil Nadu,2003,Male,By Self Infliction of injury,3
Tamil Nadu,2003,Male,By coming under running vehicles/trains,99
Tamil Nadu,2003,Male,By touching electric wires,81
Tamil Nadu,2003,Male,Cancellation/Non-Settlement of Marriage,43
Tamil Nadu,2003,Male,Cancer,9
Tamil Nadu,2003,Male,Causes Not known,1196
Tamil Nadu,2003,Male,Death of Dear Person,58
Tamil Nadu,2003,Male,Diploma,156
Tamil Nadu,2003,Male,Divorce,4
Tamil Nadu,2003,Male,Divorcee,36
Tamil Nadu,2003,Male,Dowry Dispute,2
Tamil Nadu,2003,Male,Drug Abuse/Addiction,77
Tamil Nadu,2003,Male,Failure in Examination,111
Tamil Nadu,2003,Male,Fall in Social Reputation,57
Tamil Nadu,2003,Male,Family Problems,1887
Tamil Nadu,2003,Male,Farming/Agriculture Activity,832
Tamil Nadu,2003,Male,Graduate,160
Tamil Nadu,2003,Male,House Wife,0
Tamil Nadu,2003,Male,Hr. Secondary/Intermediate/Pre-Universit,609
Tamil Nadu,2003,Male,Ideological Causes/Hero Worshipping,0
Tamil Nadu,2003,Male,Illegitimate Pregnancy,0
Tamil Nadu,2003,Male,Illness (Aids/STD),1
Tamil Nadu,2003,Male,Insanity/Mental Illness,206
Tamil Nadu,2003,Male,Love Affairs,254
Tamil Nadu,2003,Male,Married,4900
Tamil Nadu,2003,Male,Matriculate/Secondary,909
Tamil Nadu,2003,Male,Middle,1920
Tamil Nadu,2003,Male,Never Married,1311
Tamil Nadu,2003,Male,No Education,1572
Tamil Nadu,2003,Male,Not having Children(Barrenness/Impotency,54
Tamil Nadu,2003,Male,Other Causes (Please Specity),687
Tamil Nadu,2003,Male,Other Prolonged Illness,1290
Tamil Nadu,2003,Male,Others (Please Specify),2132
Tamil Nadu,2003,Male,Paralysis,49
Tamil Nadu,2003,Male,Physical Abuse (Rape/Incest Etc.),35
Tamil Nadu,2003,Male,Post Graduate and Above,59
Tamil Nadu,2003,Male,Poverty,265
Tamil Nadu,2003,Male,Primary,1769
Tamil Nadu,2003,Male,Professional Activity,417
Tamil Nadu,2003,Male,Professional/Career Problem,174
Tamil Nadu,2003,Male,Property Dispute,121
Tamil Nadu,2003,Male,Public Sector Undertaking,308
Tamil Nadu,2003,Male,Retired Person,67
Tamil Nadu,2003,Male,Self-employed (Business activity),700
Tamil Nadu,2003,Male,Seperated,472
Tamil Nadu,2003,Male,Service (Government),189
Tamil Nadu,2003,Male,Service (Private),794
Tamil Nadu,2003,Male,Student,247
Tamil Nadu,2003,Male,Suspected/Illicit Relation,71
Tamil Nadu,2003,Male,Unemployed,1468
Tamil Nadu,2003,Male,Unemployment,282
